species,decimalLatitude,decimalLongitude,eventDate,parsed_date,temperature_max_C,temperature_min_C,temperature_mean_C,precipitation_mm,rain_mm,precipitation_hours,windspeed_max_kmh,windgusts_max_kmh,sunshine_duration_s
Mikania micrantha,13.733156,100.556244,2024-12-07T08:52:57,2024-12-07,33.8,26.5,30.5,1.3,1.3,4.0,12.1,34.9,36167.93
Mikania micrantha,-1.37375,122.441593,2024-04-30T14:34,2024-04-30,30.1,23.5,26.2,35.1,35.1,18.0,10.1,23.8,25368.55
Mikania micrantha,12.118233,102.702131,2023-01-11T14:11:17,2023-01-11,23.8,22.1,23.0,90.9,90.9,22.0,5.2,24.5,650.38
Mikania micrantha,18.17718,98.069574,2024-11-21T11:51,2024-11-21,24.4,15.9,19.7,0.9,0.9,5.0,9.6,27.7,37636.4
Mikania micrantha,1.556541,103.634186,2023-04-30T11:53:49,2023-04-30,29.9,24.1,26.2,8.6,8.6,9.0,11.0,23.4,24037.4
Mikania micrantha,1.557656,103.633967,2023-04-30T11:53:21,2023-04-30,29.9,24.1,26.2,8.6,8.6,9.0,11.0,23.4,24037.4
Mikania micrantha,1.55671,103.634278,2023-04-30T11:53:50,2023-04-30,29.9,24.1,26.2,8.6,8.6,9.0,11.0,23.4,24037.4
Mikania micrantha,1.369842,124.834105,2024-12-19T16:27:53,2024-12-19,26.0,21.2,22.8,5.8,5.8,18.0,18.3,55.8,39600.0
Mikania micrantha,1.485368,103.761815,2022-05-20T14:27:04,2022-05-20,30.5,23.9,26.4,5.2,5.2,9.0,14.0,28.8,29358.78
Mikania micrantha,1.561866,103.6555,2023-05-01T15:09:08,2023-05-01,30.4,23.8,26.7,7.7,7.7,8.0,8.4,22.3,34047.24
Mikania micrantha,17.486837,101.673705,2024-11-27T07:46:45,2024-11-27,28.1,19.9,23.8,0.0,0.0,0.0,17.5,36.0,36000.0
Mikania micrantha,3.711867,101.736556,2024-11-02T07:27:36,2024-11-02,23.7,17.4,20.0,0.4,0.4,4.0,10.5,33.8,31329.71
Mikania micrantha,7.885,98.285,2024-02-02T12:52,2024-02-02,33.0,24.3,27.8,0.0,0.0,0.0,13.2,33.5,39202.41
Mikania micrantha,14.465687,101.36608,2024-11-02T10:00:09,2024-11-02,25.2,19.6,22.1,0.0,0.0,0.0,22.7,56.5,38420.43
Mikania micrantha,17.161407,102.694336,2024-11-09T16:39,2024-11-09,26.7,17.2,22.2,0.0,0.0,0.0,8.8,23.8,37313.67
Mikania micrantha,-7.721281,110.251393,2024-10-19T12:57,2024-10-19,32.0,21.3,25.8,5.1,5.1,7.0,11.7,29.9,38470.43
Mikania micrantha,15.387844,120.997651,2024-10-18T09:28,2024-10-18,31.9,23.7,27.6,3.3,3.3,4.0,8.2,17.6,39027.09
Mikania micrantha,-1.811644,114.334143,2024-11-15T21:55,2024-11-15,32.7,23.2,26.5,30.6,30.6,18.0,8.3,21.2,28572.17
Mikania micrantha,13.799675,100.759551,2024-11-16T17:38:54,2024-11-16,35.1,24.9,29.7,0.0,0.0,0.0,4.5,16.6,36975.6
Mikania micrantha,13.703031,100.628563,2024-11-18T06:43:16,2024-11-18,32.2,24.4,27.8,0.5,0.5,2.0,12.3,31.0,37097.73
Mikania micrantha,8.043983,98.328949,2024-11-17T09:37:23,2024-11-17,32.0,25.2,27.8,1.0,1.0,5.0,10.3,23.0,38563.59
Mikania micrantha,3.173132,101.500819,2024-11-19T11:10:34,2024-11-19,26.8,23.8,24.9,14.2,14.2,23.0,7.3,16.9,0.0
Mikania micrantha,13.000799,101.450575,2024-11-17T06:57:52,2024-11-17,31.5,23.4,26.8,6.8,6.8,8.0,16.9,32.4,35100.58
Mikania micrantha,3.024758,101.696331,2024-10-19T08:46,2024-10-19,30.9,23.4,27.1,4.7,4.7,11.0,11.8,22.7,30467.9
Mikania micrantha,16.460728,102.806625,2024-10-18T16:35,2024-10-18,30.7,24.4,27.1,5.7,5.7,12.0,10.5,24.5,36147.65
Mikania micrantha,3.05537,101.817552,2024-10-16T10:49,2024-10-16,29.5,23.1,26.5,1.0,1.0,4.0,7.9,19.4,31780.02
Mikania micrantha,13.703001,100.627902,2024-10-02T06:52:13,2024-10-02,31.2,25.1,27.7,2.5,2.5,11.0,15.7,32.8,29875.96
Mikania micrantha,13.692921,100.566709,2024-04-16T15:49:33,2024-04-16,34.1,28.8,31.0,1.7,1.7,2.0,21.7,39.6,41320.15
Mikania micrantha,-8.810423,115.167599,2024-05-20T15:49,2024-05-20,28.9,25.3,26.9,0.8,0.8,6.0,26.7,50.4,38764.11
Mikania micrantha,-7.608712,112.765434,2021-07-24T10:24,2021-07-24,33.7,21.8,27.2,0.0,0.0,0.0,15.5,38.5,39341.48
Mikania micrantha,17.615339,100.155679,2020-12-27T07:40:58,2020-12-27,31.5,21.4,26.4,0.0,0.0,0.0,7.2,17.3,37013.05
Mikania micrantha,3.210649,101.758995,2023-09-25T13:03,2023-09-25,26.5,22.8,24.6,25.8,25.8,12.0,10.5,22.3,4425.11
Mikania micrantha,14.049644,100.715024,2024-01-03T16:40:21,2024-01-03,32.5,22.3,27.1,0.0,0.0,0.0,8.3,16.6,38051.59
Mikania micrantha,-6.935599,107.771912,2021-06-24T20:30,2021-06-24,24.9,17.9,21.3,5.0,5.0,7.0,12.3,29.9,27017.76
Mikania micrantha,6.813814,99.825119,2019-10-28T11:57:07,2019-10-28,28.6,24.1,25.9,6.7,6.7,17.0,11.0,26.3,27894.27
Mikania micrantha,-2.305128,114.120797,2024-08-19T16:34:17,2024-08-19,32.2,23.8,27.3,5.0,5.0,13.0,8.5,25.9,37963.02
Mikania micrantha,18.548944,121.182493,2023-11-04T17:31,2023-11-04,29.0,22.6,25.9,1.9,1.9,10.0,13.6,32.4,38476.27
Mikania micrantha,5.354448,100.297831,2021-03-27T08:27Z,2021-03-27,29.5,24.0,26.7,3.9,3.9,5.0,12.9,39.6,37532.51
Mikania micrantha,8.831233,98.365388,2024-04-27T08:44,2024-04-27,37.4,24.9,28.5,7.7,7.7,6.0,11.2,27.7,29034.13
Mikania micrantha,-6.942523,107.555736,2024-05-15T11:33,2024-05-15,30.1,21.0,25.1,0.3,0.3,3.0,7.1,20.9,38900.09
Mikania micrantha,-7.81149,110.418399,2020-07-24T05:50,2020-07-24,31.2,20.5,25.3,0.0,0.0,0.0,24.0,44.3,38750.75
Mikania micrantha,-6.942297,108.529991,2021-05-13T13:22:23,2021-05-13,28.2,22.6,24.8,2.4,2.4,10.0,15.5,32.8,39041.01
Mikania micrantha,-7.617091,110.127257,2020-10-10T13:59,2020-10-10,26.7,21.3,23.0,21.6,21.6,20.0,10.4,29.9,21968.29
Mikania micrantha,7.067401,125.596046,2020-02-19T13:28,2020-02-19,30.9,24.3,26.9,0.7,0.7,4.0,24.5,44.6,40447.52
Mikania micrantha,-7.325889,108.056902,2021-07-07T08:43:14,2021-07-07,24.6,16.6,20.9,1.5,1.5,8.0,10.5,26.6,38211.12
Mikania micrantha,-7.62941,110.406606,2020-07-25T11:34,2020-07-25,24.9,17.0,20.2,0.0,0.0,0.0,13.3,28.8,39066.7
Mikania micrantha,12.64797,101.548653,2024-02-16T10:05:54,2024-02-16,31.5,25.1,28.1,3.1,3.1,7.0,14.5,32.4,39527.65
Mikania micrantha,-7.649318,110.453092,2020-08-11T11:50,2020-08-11,29.0,20.7,23.7,16.6,16.6,12.0,9.9,29.2,34427.93
Mikania micrantha,8.19396,124.856712,2024-06-06T04:36,2024-06-06,23.0,18.8,20.4,62.0,62.0,16.0,7.1,23.0,27077.91
Mikania micrantha,1.555821,103.638458,2021-05-01T18:25:01,2021-05-01,29.5,22.9,25.6,11.8,11.8,11.0,12.9,29.2,22497.66
Mikania micrantha,7.078185,125.52364,2022-12-13,2022-12-13,30.0,24.5,26.3,29.1,29.1,11.0,11.8,24.1,38799.59
Mikania micrantha,7.230241,125.480264,2020-03-01T06:54:44,2020-03-01,30.9,24.0,26.6,3.2,3.2,7.0,13.4,31.0,38481.33
Mikania micrantha,-7.708053,109.022847,2021-07-02T13:21:58,2021-07-02,28.2,24.1,26.6,0.6,0.6,6.0,18.8,36.0,38424.93
Mikania micrantha,-7.615701,110.415062,2020-09-11T20:29,2020-09-11,25.3,17.6,21.2,2.0,2.0,10.0,13.6,31.0,39600.0
Mikania micrantha,-8.65241,115.12823,2024-05-23T13:19:02,2024-05-23,30.4,24.3,26.9,4.2,4.2,11.0,13.3,32.4,38714.18
Mikania micrantha,3.419135,101.842165,2023-09-23T09:23,2023-09-23,24.5,18.3,20.8,2.8,2.8,8.0,7.6,27.0,22326.24
Mikania micrantha,20.100911,99.535408,2024-07-27T09:23:57,2024-07-27,29.7,22.6,25.4,1.3,1.3,5.0,11.3,32.8,39389.28
Mikania micrantha,3.841143,101.297051,2024-06-24T17:23,2024-06-24,31.0,22.1,26.8,0.0,0.0,0.0,14.9,28.8,37264.24
Mikania micrantha,3.417196,101.843371,2023-09-23T15:03,2023-09-23,24.7,18.4,20.9,2.8,2.8,8.0,7.6,27.0,22326.24
Mikania micrantha,17.396138,101.801284,2024-05-05T18:18:51,2024-05-05,37.3,26.4,31.3,0.8,0.8,1.0,12.5,30.2,42801.6
Mikania micrantha,4.082684,101.795809,2024-06-03,2024-06-03,30.6,23.5,25.9,5.8,5.8,12.0,6.4,16.9,22141.69
Mikania micrantha,5.972046,116.081603,2018-11-24T10:37,2018-11-24,29.5,24.4,26.7,7.1,7.1,8.0,9.8,27.0,33348.87
Mikania micrantha,14.049692,100.715007,2024-01-03T16:39:14,2024-01-03,32.5,22.3,27.1,0.0,0.0,0.0,8.3,16.6,38051.59
Mikania micrantha,-7.648754,108.789797,2021-07-02,2021-07-02,29.5,23.3,26.4,1.7,1.7,6.0,14.6,25.9,38391.87
Mikania micrantha,-6.860859,107.594398,2023-04-15T06:54:59,2023-04-15,26.4,18.2,21.5,7.8,7.8,8.0,11.5,28.1,32700.85
Mikania micrantha,12.998287,101.44796,2024-04-29T18:21:17,2024-04-29,38.0,27.2,31.7,0.0,0.0,0.0,14.8,32.8,42267.91
Mikania micrantha,14.4337,101.411157,2024-02-20T15:17,2024-02-20,29.6,20.7,24.5,0.0,0.0,0.0,16.6,44.3,39535.95
Mikania micrantha,3.841048,101.297089,2024-05-26T18:06:43,2024-05-26,30.1,25.4,26.9,2.9,2.9,9.0,10.5,20.2,16265.84
Mikania micrantha,7.418696,125.831859,2024-04-27T08:41,2024-04-27,33.5,24.5,27.0,39.4,39.4,11.0,12.4,32.0,23072.24
Mikania micrantha,9.885429,98.764208,2024-08-17T13:47:34,2024-08-17,30.7,24.5,26.9,5.8,5.8,8.0,9.4,24.8,34253.38
Mikania micrantha,6.856288,101.252442,2024-02-18T09:44:48,2024-02-18,31.8,24.7,27.8,3.0,3.0,7.0,20.1,45.0,32400.0
Mikania micrantha,-0.718272,120.053935,2023-12-21T13:25,2023-12-21,27.4,22.3,24.5,2.8,2.8,6.0,7.4,27.4,25785.62
Mikania micrantha,13.85203,100.775605,2024-04-29T10:13:30,2024-04-29,37.7,29.5,32.8,0.2,0.2,2.0,17.7,37.4,42158.18
Mikania micrantha,-8.341418,115.1867,2023-07-11T13:23:53,2023-07-11,22.7,18.1,19.6,0.5,0.5,5.0,14.2,36.0,39178.29
Mikania micrantha,7.509633,126.078028,2022-08-23T06:47:51,2022-08-23,25.9,20.1,22.7,15.1,15.1,9.0,5.4,23.4,18806.21
Mikania micrantha,1.280653,103.5102,2021-05-02T11:56Z,2021-05-02,30.9,24.2,27.5,1.7,1.7,12.0,13.5,32.0,41303.48
Mikania micrantha,5.09315,102.989615,2024-05-04,2024-05-04,35.8,25.9,28.4,16.9,16.9,7.0,23.7,44.6,34675.26
Mikania micrantha,3.14645,101.616408,2024-04-29T15:51:27,2024-04-29,32.2,25.1,28.2,7.4,7.4,7.0,9.5,25.6,41160.76
Mikania micrantha,-7.678394,110.393571,2020-09-23T14:18,2020-09-23,29.8,21.8,24.7,2.7,2.7,12.0,14.8,32.8,36367.33
Mikania micrantha,15.408805,121.099758,2024-07-16T14:53:50,2024-07-16,30.4,24.6,27.4,0.1,0.1,1.0,24.4,45.4,37755.22
Mikania micrantha,-6.383297,106.894469,2024-08-23T14:50,2024-08-23,34.3,23.8,28.0,1.0,1.0,6.0,9.7,27.0,37052.07
Mikania micrantha,8.68167,124.871508,2024-06-21T13:28:55,2024-06-21,27.6,22.5,24.8,2.1,2.1,7.0,10.5,25.9,32711.98
Mikania micrantha,13.698952,100.559546,2024-04-02T19:38,2024-04-02,34.2,28.5,30.9,0.0,0.0,0.0,21.3,38.9,40043.96
Mikania micrantha,8.070837,98.781138,2024-02-21T13:04,2024-02-21,33.0,24.8,28.1,2.8,2.8,4.0,15.5,36.4,39482.38
Mikania micrantha,15.432467,121.086445,2024-07-16T11:15:02,2024-07-16,30.4,24.6,27.4,0.1,0.1,1.0,24.4,45.4,37755.22
Mikania micrantha,2.339598,99.081192,2024-06-27T13:56,2024-06-27,27.6,20.6,23.9,0.3,0.3,2.0,7.4,21.6,36117.1
Mikania micrantha,3.039638,101.795144,2021-04-30T18:11:44,2021-04-30,29.4,22.6,25.4,31.2,31.2,18.0,12.3,31.7,16054.62
Mikania micrantha,-6.85983,107.629415,2021-09-08T12:17Z,2021-09-08,25.9,17.6,20.9,0.0,0.0,0.0,17.1,38.5,40761.59
Mikania micrantha,2.266358,102.15834,2021-04-18T08:05:18,2021-04-18,29.9,24.4,27.0,0.6,0.6,6.0,12.0,28.1,35540.29
Mikania micrantha,8.831339,98.366942,2024-04-27T07:50:52,2024-04-27,37.4,24.9,28.5,7.7,7.7,6.0,11.2,27.7,29034.13
Mikania micrantha,8.598945,98.677749,2024-02-20T12:48,2024-02-20,33.8,23.5,26.4,7.4,7.4,4.0,15.5,34.6,33231.3
Mikania micrantha,-7.727718,110.483092,2020-08-27T10:11,2020-08-27,32.0,20.1,25.5,0.0,0.0,0.0,18.5,38.2,39658.23
Mikania micrantha,10.261311,125.577903,2024-06-21T07:35:27,2024-06-21,30.1,25.0,27.6,6.7,6.7,15.0,10.0,25.2,33294.96
Mikania micrantha,3.779703,101.455778,2024-06-16T11:29:54,2024-06-16,27.9,23.8,25.8,24.6,24.6,16.0,6.4,28.8,29300.82
Mikania micrantha,-8.357476,114.916235,2024-01-12T17:46,2024-01-12,26.7,19.4,22.7,1.0,1.0,6.0,17.3,42.5,40068.67
Mikania micrantha,-7.700286,110.469233,2020-08-20T11:58,2020-08-20,31.3,20.6,24.8,2.9,2.9,4.0,13.3,32.8,39378.7
Mikania micrantha,12.579397,122.234671,2024-05-12T10:53:17,2024-05-12,31.4,28.9,30.4,1.4,1.4,9.0,27.1,49.0,42362.25
Mikania micrantha,14.439997,101.372017,2024-07-24T10:54:26,2024-07-24,23.6,20.8,21.7,11.3,11.3,17.0,21.9,59.4,14232.95
Mikania micrantha,-7.616334,110.415634,2020-09-05T15:07,2020-09-05,27.0,19.4,21.9,0.3,0.3,3.0,16.2,34.6,39793.66
Mikania micrantha,4.176858,103.409103,2021-05-09T18:14:25,2021-05-09,29.7,24.1,26.8,6.0,6.0,10.0,11.2,24.5,41729.19
Mikania micrantha,-1.501389,122.830134,2024-02-04T13:11,2024-02-04,29.9,24.5,27.0,23.2,23.2,19.0,7.2,22.0,40000.77
Mikania micrantha,15.588257,99.387316,2024-03-14T01:48,2024-03-14,37.8,20.3,28.9,0.0,0.0,0.0,14.8,26.6,39600.0
Mikania micrantha,-7.754014,110.415153,2020-07-10T17:06,2020-07-10,29.8,22.0,25.7,2.5,2.5,7.0,16.0,32.8,35374.29
Mikania micrantha,14.754548,120.273,2024-03-18T17:25:44,2024-03-18,31.7,23.4,26.8,0.6,0.6,6.0,14.4,31.7,41024.68
Mikania micrantha,20.100231,99.534917,2024-07-27T09:19:35,2024-07-27,29.9,22.8,25.6,1.3,1.3,5.0,11.3,32.8,39389.28
Mikania micrantha,13.733792,100.555113,2024-05-14T13:04:12,2024-05-14,33.8,25.8,29.6,0.0,0.0,0.0,9.5,22.0,39549.59
Mikania micrantha,7.449456,125.784878,2024-04-26T19:09,2024-04-26,33.0,24.7,28.1,24.5,24.5,16.0,10.8,29.2,33659.24
Mikania micrantha,6.85653,101.252547,2024-03-08T14:23:46,2024-03-08,34.5,24.2,28.6,0.2,0.2,2.0,22.5,49.3,34687.72
Mikania micrantha,8.0213,98.880102,2024-02-06T11:38,2024-02-06,32.5,24.1,28.2,1.1,1.1,3.0,13.4,39.6,39281.92
Mikania micrantha,8.609401,98.24042,2024-04-23T16:04:40,2024-04-23,34.0,25.1,29.1,9.6,9.6,7.0,12.3,35.3,39600.0
Mikania micrantha,12.884783,99.825287,2021-12-19T15:08:16,2021-12-19,27.9,22.0,25.1,0.0,0.0,0.0,14.5,31.7,38176.87
Mikania micrantha,13.001422,101.448242,2024-04-28T13:18:08,2024-04-28,37.7,26.8,31.5,0.0,0.0,0.0,16.4,37.1,42242.62
Mikania micrantha,-6.821663,107.596399,2017-07-30T10:46,2017-07-30,24.3,17.1,20.1,0.6,0.6,4.0,11.2,44.6,38795.52
Mikania micrantha,6.973097,100.483087,2024-06-30T11:14:56,2024-06-30,31.8,23.5,27.2,0.9,0.9,7.0,14.5,33.5,36658.19
Mikania micrantha,13.667755,100.429078,2022-03-30T18:01:55,2022-03-30,32.1,24.9,28.2,3.2,3.2,7.0,12.3,26.6,38758.5
Mikania micrantha,-1.26444,122.368918,2023-10-15T10:08,2023-10-15,30.0,21.8,25.4,2.7,2.7,12.0,10.9,30.6,39600.0
Mikania micrantha,18.785411,98.994389,2024-07-19T06:30,2024-07-19,29.0,24.0,26.1,38.2,38.2,19.0,10.9,22.0,26211.65
Mikania micrantha,19.923349,99.841489,2024-07-22T14:00,2024-07-22,29.0,23.8,25.8,19.5,19.5,18.0,7.6,23.8,36042.21
Mikania micrantha,18.638994,98.698436,2024-07-20T06:14,2024-07-20,29.3,23.8,25.8,5.4,5.4,16.0,4.9,20.2,29842.23
Mikania micrantha,19.332725,99.511992,2024-07-22T08:45,2024-07-22,27.6,22.5,24.7,21.1,21.1,16.0,7.6,29.5,32738.0
Mikania micrantha,18.628304,99.122524,2024-07-21T08:13,2024-07-21,31.5,24.7,27.2,3.4,3.4,3.0,7.1,23.4,21660.7
Mikania micrantha,5.432035,116.441355,2024-07-17T11:34:30,2024-07-17,25.4,17.7,20.5,7.8,7.8,12.0,6.9,32.0,28201.21
Mikania micrantha,14.485118,101.387451,2024-07-23T10:42:10,2024-07-23,28.6,23.6,25.1,4.0,4.0,10.0,19.2,51.1,16077.85
Mikania micrantha,-3.237654,126.568588,2024-06-28T18:32:11,2024-06-28,23.5,17.4,19.6,5.4,5.4,13.0,7.1,22.3,28752.18
Mikania micrantha,-8.366896,115.129944,2024-05-30T14:08,2024-05-30,25.0,21.1,22.6,8.6,8.6,17.0,9.7,23.0,35325.42
Mikania micrantha,-8.573255,115.259295,2024-06-06T11:59:59,2024-06-06,28.1,23.2,25.1,7.0,7.0,22.0,19.6,39.2,37039.12
Mikania micrantha,4.5,101.4,1979-01-01,1979-01-01,21.5,14.3,17.8,1.4,1.4,9.0,7.0,32.8,38901.56
Mikania micrantha,2.9,101.55,1979-01-01,1979-01-01,30.8,23.3,27.3,1.5,1.5,3.0,8.3,25.6,39042.38
Mikania micrantha,16.872917,120.997567,2023-12-29T12:27:07,2023-12-29,22.8,16.5,19.3,1.7,1.7,8.0,8.4,24.8,36000.0
Mikania micrantha,8.083823,98.291272,2024-03-22,2024-03-22,35.2,25.5,29.3,0.0,0.0,0.0,15.9,40.3,39868.45
Mikania micrantha,6.856317,101.252442,2022-09-24T09:53:28,2022-09-24,32.4,24.2,27.7,1.4,1.4,6.0,16.4,37.1,40567.32
Mikania micrantha,10.713303,99.317604,2024-03-25T17:09:10,2024-03-25,33.0,26.4,29.3,0.0,0.0,0.0,17.7,36.0,39600.0
Mikania micrantha,-8.423565,115.310833,2023-09-27T16:46:33,2023-09-27,26.6,19.6,22.5,0.1,0.1,1.0,13.8,36.4,41276.39
Mikania micrantha,-8.504183,115.256488,2023-09-29T12:27:23,2023-09-29,29.7,20.2,24.6,0.3,0.3,3.0,11.3,31.3,41332.45
Mikania micrantha,13.696154,100.565824,2024-03-10T09:06:14,2024-03-10,33.0,27.8,29.9,0.1,0.1,1.0,17.3,32.8,39600.0
Mikania micrantha,13.737906,100.804378,2024-03-16T11:43:53,2024-03-16,33.4,27.1,29.7,1.2,1.2,6.0,17.7,38.9,39600.0
Mikania micrantha,12.557633,101.451911,2024-02-20T07:15,2024-02-20,31.3,27.4,29.0,0.2,0.2,2.0,15.7,37.1,39600.0
Mikania micrantha,-8.567134,116.23309,2023-12-25T12:14:11,2023-12-25,30.8,22.8,25.5,46.5,46.5,15.0,6.6,24.5,29522.78
Mikania micrantha,8.047542,98.81218,2023-11-17T23:04,2023-11-17,29.3,23.1,25.6,5.2,5.2,8.0,19.6,49.7,25340.55
Mikania micrantha,-8.339517,116.218362,2024-01-01T11:59:10,2024-01-01,28.9,25.9,27.3,10.5,10.5,13.0,9.9,27.4,40901.11
Mikania micrantha,1.453255,103.900618,2023-11-04T09:50:30,2023-11-04,30.5,23.4,26.8,11.4,11.4,7.0,10.2,23.4,30119.87
Mikania micrantha,-0.727043,120.032564,2023-12-21T09:32,2023-12-21,27.8,19.8,23.1,0.1,0.1,1.0,5.0,21.2,34067.55
Mikania micrantha,-0.726678,120.009168,2023-12-21T08:28,2023-12-21,26.4,18.4,21.7,0.1,0.1,1.0,5.0,21.2,34067.55
Mikania micrantha,-0.72665,120.009201,2023-12-21T08:22,2023-12-21,26.6,18.6,21.9,0.1,0.1,1.0,5.0,21.2,34067.55
Mikania micrantha,1.690377,109.846007,2023-05-03T09:49,2023-05-03,30.0,24.2,26.6,2.5,2.5,5.0,7.9,26.3,37359.86
Mikania micrantha,7.913462,98.294553,2024-01-09T08:54,2024-01-09,30.9,24.4,26.9,5.7,5.7,5.0,13.0,31.0,35711.89
Mikania micrantha,5.357392,100.30687,2023-08-26T09:46:04,2023-08-26,28.1,22.7,25.6,10.0,10.0,14.0,12.1,32.0,39600.0
Mikania micrantha,7.913908,98.295137,2024-01-09T08:56,2024-01-09,30.9,24.4,26.9,5.7,5.7,5.0,13.0,31.0,35711.89
Mikania micrantha,2.941727,101.694198,2023-11-12T10:46:30,2023-11-12,30.6,24.0,26.9,4.6,4.6,10.0,13.9,25.2,37285.94
Mikania micrantha,3.180145,101.706493,2024-01-04T09:59:51,2024-01-04,30.6,24.1,26.1,37.9,37.9,11.0,9.1,25.9,28800.0
Mikania micrantha,12.989436,101.150915,2024-01-09T09:06:06,2024-01-09,34.1,22.0,27.3,0.0,0.0,0.0,18.6,36.7,38392.79
Mikania micrantha,14.510946,121.034203,2023-05-30T17:10:37,2023-05-30,33.0,26.6,29.3,3.9,3.9,13.0,36.6,65.5,43110.14
Mikania micrantha,7.785581,98.329217,2023-12-09T16:58,2023-12-09,30.3,25.4,27.4,8.3,8.3,8.0,13.9,30.6,36000.0
Mikania micrantha,-8.68502,115.156822,2023-08-19T09:59:45,2023-08-19,27.5,20.9,24.1,0.3,0.3,3.0,22.7,47.5,39458.18
Mikania micrantha,13.908613,100.480138,2023-12-06T13:18,2023-12-06,33.2,23.8,28.0,23.1,23.1,6.0,20.2,36.0,36495.36
Mikania micrantha,3.145636,101.688399,2023-12-08T14:21:04,2023-12-08,32.6,23.5,27.0,1.2,1.2,8.0,11.5,22.0,38319.46
Mikania micrantha,8.700842,98.244417,2023-12-19T16:30:06,2023-12-19,31.8,24.2,27.1,0.2,0.2,2.0,12.9,35.6,39011.66
Mikania micrantha,18.183898,97.934987,2023-11-30,2023-11-30,31.6,19.8,24.9,0.0,0.0,0.0,10.2,25.2,28377.06
Mikania micrantha,7.779792,98.323503,2023-12-14T10:57,2023-12-14,30.0,25.8,27.6,2.0,2.0,8.0,21.1,47.5,38949.52
Mikania micrantha,19.291051,97.959406,2023-11-30,2023-11-30,31.1,18.3,24.3,0.0,0.0,0.0,6.9,21.2,35736.26
Mikania micrantha,12.825111,99.365153,2023-11-17T11:44,2023-11-17,20.1,17.0,18.5,9.1,9.1,15.0,23.5,64.4,14756.87
Mikania micrantha,14.65098,121.041949,2023-11-24T17:16:27,2023-11-24,31.4,24.2,27.5,1.1,1.1,7.0,11.8,36.7,37717.23
Mikania micrantha,12.98709,99.735094,2023-02-17T18:09:27,2023-02-17,28.0,22.1,24.9,0.0,0.0,0.0,16.3,32.8,24832.68
Mikania micrantha,19.367092,98.977651,2023-02-12T15:27:03,2023-02-12,32.5,14.3,23.1,0.0,0.0,0.0,5.9,21.2,38618.56
Mikania micrantha,2.941202,101.670218,2023-09-22T09:52:09,2023-09-22,28.0,22.8,25.0,15.0,15.0,14.0,14.9,28.8,4887.47
Mikania micrantha,13.84425,100.677392,2023-04-11T13:24:51,2023-04-11,35.9,28.1,30.8,7.4,7.4,2.0,15.9,29.9,40705.31
Mikania micrantha,14.639055,121.076045,2023-03-03T13:37:49,2023-03-03,29.0,20.6,24.5,0.0,0.0,0.0,17.0,36.7,39023.74
Mikania micrantha,14.366908,101.405433,2023-10-29T07:33:28,2023-10-29,23.4,18.1,19.8,1.4,1.4,6.0,9.2,32.0,29498.04
Mikania micrantha,2.928044,101.700523,2023-05-25T17:10:22,2023-05-25,31.4,24.4,27.8,0.7,0.7,4.0,9.9,23.4,38538.37
Mikania micrantha,7.041003,122.012772,2023-10-22T08:07,2023-10-22,23.9,18.7,20.8,21.4,21.4,17.0,7.2,24.5,29407.53
Mikania micrantha,6.050667,116.45565,2023-10-16T14:16,2023-10-16,26.5,19.6,22.8,2.7,2.7,5.0,11.5,30.6,28800.0
Mikania micrantha,13.908779,100.479623,2023-12-08T12:22,2023-12-08,31.4,22.9,26.9,0.0,0.0,0.0,7.2,17.6,37258.94
Mikania micrantha,18.745232,98.908284,2023-11-21,2023-11-21,27.0,17.5,21.9,0.0,0.0,0.0,8.6,25.6,37092.48
Mikania micrantha,8.909558,98.525658,2022-12-25T12:41,2022-12-25,29.1,22.9,25.3,0.0,0.0,0.0,21.3,53.3,39131.65
Mikania micrantha,10.398759,123.919735,2023-02-28T14:57,2023-02-28,28.6,24.2,26.1,1.7,1.7,10.0,23.8,46.1,40423.96
Mikania micrantha,1.454661,103.901131,2023-11-04T09:49:42,2023-11-04,30.5,23.4,26.8,11.4,11.4,7.0,10.2,23.4,30119.87
Mikania micrantha,1.572022,110.299717,2023-04-29T14:43:25,2023-04-29,31.1,24.0,26.4,3.9,3.9,12.0,9.0,22.3,38480.44
Mikania micrantha,2.882906,101.793114,2023-05-26T10:12,2023-05-26,31.5,23.9,26.7,11.7,11.7,10.0,12.7,25.6,31083.99
Mikania micrantha,7.778287,98.297731,2023-12-04T16:14:14,2023-12-04,29.2,25.4,26.9,1.1,1.1,9.0,20.8,45.4,35865.13
Mikania micrantha,6.856422,101.25245,2023-11-28T14:36:12,2023-11-28,28.0,23.0,25.5,22.6,22.6,18.0,23.4,46.8,19353.06
Mikania micrantha,18.779392,99.032564,2023-05-01T13:41:58,2023-05-01,33.5,24.6,28.4,0.3,0.3,1.0,10.8,30.6,41294.42
Mikania micrantha,-7.691079,110.244092,2023-11-12T16:56,2023-11-12,28.5,21.9,24.3,13.7,13.7,14.0,10.0,24.5,20152.0
Mikania micrantha,2.959028,101.666274,2023-10-16T17:22:08,2023-10-16,28.3,24.0,25.7,34.2,34.2,13.0,9.7,23.8,3073.68
Mikania micrantha,13.450295,99.944062,2023-10-13T17:34:55,2023-10-13,32.2,24.2,27.7,2.5,2.5,5.0,10.9,22.7,36523.2
Mikania micrantha,2.938159,101.723139,2023-10-10T17:38:44,2023-10-10,29.5,23.4,25.9,61.9,61.9,13.0,15.1,25.2,24834.24
